,0
427,겨울철이라서 실내건조 할때 쓰니 확실히 냄새가 안나는 것 같아요
428,걔속쓸 예정입니다쿠팡이다른곳보다 품질도좋구 싸고조아용
429,잘못샀네요 ㅡㅡ드럼이 아니라 일반으로 샀어야했는데
430,미세먼지와겨울철 추위로실내건조 하고 있는데냄새없이 좋아요
431,실내에서 빨래를 말려야되는데 냄새가 안나서 너무 좋아요
432,세탁세제는 잘 모르지만 싸고 양많고 해서 샀음만족하며 쓰는중
433,안써봤지만 싸서 쟁여놨어요 누가 이거좋다고한거같아서여
434,품질도 세척력도 향도 적당하구요 가격대비 상품으로는 만족
435,수건빨때 물냄새 안나요 일반용보다 드럼용이 더저렴하네용
436,싸게잘샀어요실내에서건조시킬때이세제만한게없어요
437,완전조아요 가격대비 용량도 많고 잘쓰고있습니다
438,매번 구입해서 쓰는 드럼세제입니다 가성비 너무 좋아요
439,겨울엔 실내건조 세제가 더 좋아요 사용 잘하고 있어요
440,꾸준히 사용하는 제품입니다브랜드 믿고 사용합니다
441,거의 다 써가서 리필용 샀어요 싸게 잘 구매한 것 같아요
442,항상 사는 제품 테크 현대백화점 지하일층보다 저렴해요
443,이불 빨았는데 여전히 꿉꿉 ㅜㅜㅜㅜ뭐가 문제일까여?
444,한참 쓰겟네요 실내용이라 날씨 상관없이 좋을것 같아요
445,매번 이것맛 사용 비 오고 난 뒤 굽굽한 냄새 까지 잡인 줘요
446,방에서 빨래 말리는데 꿉꿉한 냄새가 안나네요 좋습니다
447,매번쓰는 제품이라서요잘 사용하구있습니다
448,실내건조 이거만 써요 ㅎ 딴거 쓰면 바로 덜마른 냄새남
449,진짜 냄새 안나요!!! 비싼세제 쓸필요없어요ㅎㅎ
450,무난히 진 쓰고있습니다실내건조 효과있는거같아요
451,일반세제보단또 유연제도실내용으로요
452,요즘엔 테크세제만 써요찌든때는 확실히 잘빼주네요
453,항상 세제는 이거 씁니다냄새도 안나고 좋아요
454,굿 냄새도안나고 자취방애서말리는데 든든합니당
455,정말 아저 쓰고는 빨래에서 냄새가 줄어들었습니다
456,실내건조 냄새 제거라해서 주문했는데 별로네요
457,항상 애용합니다 빨래 후 깨끗하게 세탁되어 좋아요
458,일단 싸고그럭저럭 이에요ㅋㅋㅋㅋㅋㅋㅋ
459,실내건조용으로샀어요 좋아요
460,좋아요 가격 품질
461,이것저것 다써봐도 저는 이게조아요
462,가성비 좋네요ㅋ
463,전 이것만 씁니다 ㅎㅎㅎ
464,좋아요
465,가성비 굿!
466,다른세제보단 빨래냄새를잘 잡아주는거 같아여
467,생각보다 향이ㅠㅠ
468,좋습니다
469,항상쓰는 제품 좋아용!
470,항상 쓰는거에요 좋아요
471,좋아요
472,싸게 사서 조아요
473,싸게 잘샀어요!실내건조라 ㄷ더 좋음
474,좋아요
475,항상써요 아ㅡㄴㅎ내나츄ㅡ밎
476,세제는 테크가 좋은것 같아요
477,좋아요
478,가성비 좋아요
479,전 이것만 사용해요옷에 냄새도 안 나고 좋아요
480,좋아요 굿굿
481,빨래에서 냄새안나서 좋네요
482,아 진짜 너무 많이 와서 행복할 줄이야
483,빨래가 깨끗하게 되요
484,보통이에요
485,다만족햇음 가격대비 정말짱
486,실내에서 잘 마르는데 세정력 그닥
487,굿굿 잘빨리고 가성비도 좋아요
488,일반용인데 드럼을사용했네용
489,젤로 편히좋아요냄새 꿉꿉하지 해줘
490,좋아요
491,향이 은은하니 괜찮았어요
492,가격대비 용량에 만족합니다
493,세제에요
494,실내건조는 테크가젤난거같아요
495,깔끔하고 좋아요
496,싸게 잘 구매한거 같아요좋습니다
497,만족합니다 배송은 전국 최고예요
498,특유에향이 남긴한데세척력은좋아요
499,좋아요
500,그냥 좋아요마트보다 저렴합니다
501,이세제만 써요세척력도 좋아요
502,배송최고 할인쿠폰으로 가성비도 최고
503,매번 사용하는겁니다 좋아요
504,양많고 저렴해서 좋아요
505,좋은후기에 구매합니다
506,잘쓰고잇어요!!
507,실내건조를해도 냄새가 전혀 안나요
508,1 향 좋음2 쪼매만 넣어두 거품 팡팡
509,저렴하게 잘 샀어요
510,겨울이라 실내건조구입원래 쓰던거예요
511,좋은거 같은데 꿉꿉한 여름에 써봐야 알겠네요
512,저렴하게 잘 구입했어요
513,좋아요 정말 깔끔해요!
514,착한 가격에 별 다섯개!
515,싸게 잘 샀어요 감사합니다
516,테크 실내 건조 냄새 제거 잘 쓰고 있네용
517,좋아요 실내에서 말려도 냄새 안나요
518,쭉 사용중입니다 ㅋ
519,매일 쓰는거에요
520,이 제품만써요!! 실내에서 잘 말라요
521,깨끗하게 세탁되고 냄새도 적어 좋아요
522,매우만족입니다
523,가격대비 잘쓰고있어요
524,13200원 2L4개
525,깨끗하게 때 잘 빠져요
526,냄새를잡아줘 잘 사용하고있어요
527,가격이 경제적이고 빠른배송 감사합니다
528,구매후 세탁했는데 냄새도 안나고 좋아요
529,가격대비 가성비 짱
530,냄새가 덜한거같아용
531,요즘 창문을 열지 못해서 구매 했고 기대 됩니다
532,용량도 많고 싸고 좋아요
533,좋아요
534,떼 잘빠져요 얼룩도
535,맘에들어요
536,2번째 구매 세재 헤프게 써서만족해요
537,세탁이 잘 되네요리필형이 싸고 좋아요
538,실내건조용 생각보다 더 좋네요 잘쓰고 있어요
539,솔직히 이거써도 냄새나요
540,잘 빨립니다 냄새 조아용
541,이제 도비는 깨끗한 옷을 입을 수 있어요
542,보통입니다
543,좋아요
544,좋아요
545,매번 쓰는 상품입니다
546,가격대비 관찬아요
547,항상쓰는거예요!
548,좋아요
549,실내에서 건조해도 빨래냄새 안나고 좋아요
550,양많고 저렴하고 빠른배송 최고네요
551,정말로 후회없습니다 이 제품만 써야겠어요
552,원래 쓰던거 시킨거라 별다른 평 할게 없음
553,좋은가격에 많이 샀습니다
554,두번째 사는 상품
555,아직 쓰진 않았지만 좋겠죠
556,냄새도 좋고 괜찮네요!!
557,사용하기 편해요
558,항상 이것만 써요 냄새안나요
559,빨래덜말랐을때 나는 꿉꿉한 냄새없어요
560,싸고 좋아요
561,세척력이 좋은진모르겠어요너무 물처럼 줄줄줄
562,잘 쓸게요
563,좋은가격에 산것 같어요
564,고농축 같은 그런느낌!!
565,실내건조시 꿉꿉한 냄새 제거에는 상당히 좋음
566,쉰내 안나서 좋아요담에 재구매 할게요
567,너무 좋아요
568,쿠폰으로저렴하게
569,마트보다 진짜 대박 싸네요 넘 잘 쓸거같아요
570,저렴하게 잘 샀구요 배송 감사합니다
571,실내건조는 역시 이 제품이죠
572,처음 써봤는데 좋아요!!!
573,싸게 잘 샀습니다
574,용량이 가격대비 좋았어요!
575,가격 대비 좋은것 같습니다
576,빨레를 실내에서 건조시키는데 지난번에 이제품을 써보니 꿉꿉내도 안나고 세탁상태도 좋아서 리필용으로 재주문했어요 ㅎㅎ리필용이 가격도 더 저렴하고 수량도 많아서 주문했고배송시 박스포장으로 꼼꼼하게 포장되어 와서 세거나 터지는일없이 잘받았어요!!오래쓸것같네요ㅎㅎ
577,부재시 1층 오른쪽 실외기 뒤쪽 에 놓아달라했는데 다른집에 가져다 놓으시고 사진을 찍어 보내셨더군요 로캣배송이 좋긴하지만 ㅠㅠ 사진속장소 찿느라 얼마나 동네를 헤집고 다녔는지 ㅜㅜ 세제다보니 상자무게도 있었구요 결국찿긴했습니다만 상자옴기는것도 만만치 않았구요 마니 멀진않았지만 한번도 이런적이 없었는데 첨이라 당황스럽습니다 다음엔 이런일이 없도록 주소재확인 확인 후 배송 요청드립니다 
578,쿠팡 역시 배송 빠르고 안전하게 도착 했어요세제는 저렴하고 합리적이라 구매했습니다 잘 쓰고 있습니다
579,배송해주신 쿠팡맨이 최고 제품이야 어디가나 있는거고 추운날 고생하신 쿠팡맨 감사합니다
580,늘믿고쓰는거좋은가격에 구매했네요무거운데집앞까지배송해주시고감사합니당
581,정말 배송이 빠름니다 아직 사용은 하지 않았지만믿을수 있을것 같습니다 감사합니다
582,부재시 1층 오른쪽 실외기 뒤쪽 에 놓아달라했는데 다른집에 가져다 놓으시고 사진을 찍어 보내셨더군요 로캣배송이 좋긴하지만 ㅠㅠ 사진속장소 찿느라 얼마나 동네를 헤집고 다녔는지 ㅜㅜ 세제다보니 상자무게도 있었구요 결국찿긴했습니다만 상자옴기는것도 만만치 않았구요 마니 멀진않았지만 한번도 이런적이 없었는데 첨이라 당황스럽습니다 다음엔 이런일이 없도록 주소재확인 확인 후 배송 요청드립니다 
583,쿠팡 역시 배송 빠르고 안전하게 도착 했어요세제는 저렴하고 합리적이라 구매했습니다 잘 쓰고 있습니다
584,배송해주신 쿠팡맨이 최고 제품이야 어디가나 있는거고 추운날 고생하신 쿠팡맨 감사합니다
585,늘믿고쓰는거좋은가격에 구매했네요무거운데집앞까지배송해주시고감사합니당
586,정말 배송이 빠름니다 아직 사용은 하지 않았지만믿을수 있을것 같습니다 감사합니다
587,무거운건 택배로시켜야죠
588,빠른 배송 젛아요 상품도 만족
589,싸고 빠른배송 감사해요
590,배송이 정말 빨라요
591,세제 가격이 착하고배송도 빠르고 너무 좋아요
592,배송 포장 상태 좋아요
593,배송 빠르고 양많고 좋아요
594,저렴하고 빠른배송 좋아요
595,조아요
596,배송빨라요
597,잘받았숩니다
598,빠른배송 쿠폰할인까지 굳!!!
599,빠른배송 감사해요잘쓸께요대박나시고요
600,배송빠르고 상품 안전히왔으요
601,배송도 빠르고 가격도 저렴해서 좋아요
602,상품도 배달도 만족이요
603,배송 빠르고 할인해서 싸게샀네요
604,빠른배송 너무 좋아요
605,배송올꺼라는 날보다 빨라서 넘 좋았어요
606,수량 정확하고 배송빠르고
607,깨끗해요
608,원래 다른 제품을 2년정도 사용했는데 한번 바꿔볼까해서 구입해봤어요 좋다고 하다라구요오자마자 세탁해보니 괜찮!!!!!!세척력도 좋은거같아요3리터짜리 4개는 두고두고 사용할거예요 ㅋㅋ
609,좋아요
610,늘쓰고있는제품 좋아요
611,저렴하게 구입했네요
612,실내건조 냄새도 안나고 좋아요
613,잘쓰고 있어요 좋아요
614,배송 빠르고 상품도 새지 않고 잘 왔습니다아직 사용전인데좋겠지요?
615,잘받았습니다 감사합니다
